Time,Rotation,Torque,Folder,Theta,TestTorque,DR
48.2,-11.3815730810165,-5.5172935128212,165-345,345,0,0
48.24,-11.4210069179535,-5.54390922188759,165-345,345,0,0
48.28,-11.4526569843292,-5.572809278965,165-345,345,0,0
48.32,-11.4951485395431,-5.60843050479889,165-345,345,0,0
48.36,-11.5320771932602,-5.62834553420544,165-345,345,0,0
48.4,-11.5766394138336,-5.66817484796047,165-345,345,0,0
48.44,-11.612736582756,-5.6974533945322,165-345,345,0,0
48.48,-11.646054983139,-5.71317188441753,165-345,345,0,0
48.52,-11.6831982135773,-5.74774332344532,165-345,345,0,0
48.56,-11.7238068580627,-5.78735917806625,165-345,345,0,0
48.6,-11.7716789245605,-5.83051480352879,165-345,345,0,0
48.64,-11.8033182621002,-5.84210902452469,165-345,345,0,0
48.68,-11.8370443582535,-5.86834959685802,165-345,345,0,0
48.72,-11.8794339895248,-5.91399110853672,165-345,345,0,0
48.76,-11.9110840559006,-5.91530613601208,165-345,345,0,0
